Age,Monthly Income,Family size,latitude,longitude,Pin code,Gender_Male,Marital Status_Prefer not to say,Occupation_House wife,Occupation_Self Employeed,Educational Qualifications_Ph.D,Educational Qualifications_Post Graduate,Educational Qualifications_School,Educational Qualifications_Uneducated,Output_Yes,Output
-1.3333333333333333,-0.2000040000800016,0.5,-0.006652806652820571,0.10971428571425132,-0.5676855895196506,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,-0.22552380952394332,-0.4279475982532751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.6666666666666666,0.0,0.0,-0.3642411642411655,1.0240000000000398,-0.28820960698689957,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.6666666666666666,-0.2000040000800016,1.5,-0.49397089397088595,-0.4647619047619786,-0.25327510917030566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.6666666666666666,0.0,0.5,0.133056133056116,-0.5912380952382588,-0.4104803493449782,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.8000160003200064,-0.5,-0.7833679833679752,1.4125714285713917,1.2139737991266375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.6666666666666666,-0.2000040000800016,0.0,0.0,-0.22552380952394332,-0.4279475982532751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,-0.2000040000800016,0.0,0.0964656964656767,0.320000000000026,0.14847161572052403,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.3333333333333333,-0.2000040000800016,-0.5,-0.006652806652820571,0.10971428571425132,-0.5676855895196506,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.3333333333333333,-0.2000040000800016,0.5,0.13970893970893655,1.767619047619119,0.25327510917030566,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.6666666666666666,-0.2000040000800016,1.0,0.133056133056116,-0.5912380952382588,-0.4104803493449782,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.3333333333333333,0.0,-0.5,0.0,-0.22552380952394332,-0.4279475982532751,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.3333333333333333,-0.2000040000800016,1.0,-1.300623700623689,-0.23923809523803527,0.777292576419214,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-1.0,-0.2000040000800016,0.5,0.0,-0.22552380952394332,-0.4279475982532751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.3333333333333333,0.3000060001200024,1.0,-0.5521829521829552,-0.27885714285710056,-0.5152838427947598,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
0.0,-0.2000040000800016,1.5,-1.4586278586278303,0.7283809523809105,0.6026200873362445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1.3333333333333333,0.7999959999199984,-0.5,0.021621621621629925,0.7420952380952189,0.07860262008733625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.3333333333333333,-0.2000040000800016,0.0,0.0831600831600651,0.510476190476268,-0.44541484716157204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.3333333333333333,-0.2000040000800016,0.5,-1.300623700623689,-0.23923809523803527,0.777292576419214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-1.0,0.0,-1.0,0.021621621621629925,0.7420952380952189,0.07860262008733625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.0,-0.2000040000800016,0.0,0.0,-0.22552380952394332,-0.4279475982532751,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.6666666666666666,-0.2000040000800016,0.5,0.8781704781704541,0.19199999999988565,-0.026200873362445413,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.6666666666666666,-0.2000040000800016,0.5,0.3542619542619494,0.7436190476190792,-0.008733624454148471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.3333333333333333,-0.2000040000800016,0.5,0.25779625779624316,-0.4388571428572218,-0.2183406113537118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-1.0,0.0,0.0,-0.7717255717255613,-0.7420952380952189,0.8995633187772926,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.3333333333333333,-0.2000040000800016,0.0,0.0831600831600651,0.510476190476268,-0.44541484716157204,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.6666666666666666,-0.2000040000800016,1.0,-0.6935550935550895,-0.5120000000001282,0.28820960698689957,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.6666666666666666,-0.2000040000800016,0.0,-1.0228690228690134,-1.1977142857144696,1.1266375545851528,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.3333333333333333,0.3000060001200024,0.0,0.13970893970893655,1.767619047619119,0.25327510917030566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.6666666666666666,0.0,0.5,0.41413721413718685,-0.3169523809525222,-0.5327510917030568,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.6666666666666666,0.3000060001200024,1.0,-0.11975051975053393,2.4060952380953107,0.5676855895196506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.6666666666666666,-0.2000040000800016,0.5,0.021621621621629925,0.7420952380952189,0.07860262008733625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.3333333333333333,0.8000160003200064,0.5,-0.8465696465696376,0.45714285714289427,0.008733624454148471,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
-0.6666666666666666,0.3000060001200024,1.0,0.133056133056116,-0.5912380952382588,-0.4104803493449782,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.6666666666666666,-0.2000040000800016,-0.5,-1.0827442827442804,0.7999999999999567,1.1965065502183405,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
