iter	Passed	Remaining
355	1547	2799
356	1551	2794
357	1554	2787
358	1557	2780
359	1560	2773
360	1562	2766
361	1565	2759
362	1570	2755
363	1573	2748
364	1576	2742
365	1579	2735
366	1581	2728
367	1586	2724
368	1589	2717
369	1591	2710
370	1594	2703
371	1597	2697
372	1602	2693
373	1605	2687
374	1608	2680
375	1611	2673
376	1615	2669
377	1618	2663
378	1621	2657
379	1624	2650
380	1627	2643
381	1631	2639
382	1634	2633
383	1637	2626
384	1640	2620
385	1643	2613
386	1647	2609
387	1650	2603
388	1653	2596
389	1655	2590
390	1658	2583
391	1663	2579
392	1666	2573
393	1669	2567
394	1671	2560
395	1674	2554
396	1679	2550
397	1681	2544
398	1684	2537
399	1687	2531
400	1690	2524
401	1695	2521
402	1698	2515
403	1701	2509
404	1704	2503
405	1707	2497
406	1711	2493
407	1714	2487
408	1717	2481
409	1720	2475
410	1723	2469
411	1727	2465
412	1730	2459
413	1733	2453
414	1736	2447
415	1738	2441
416	1742	2436
417	1745	2430
418	1748	2425
419	1751	2419
420	1754	2413
421	1758	2409
422	1761	2403
423	1764	2397
424	1767	2391
425	1770	2385
426	1774	2381
427	1777	2375
428	1780	2369
429	1783	2363
430	1785	2357
431	1788	2351
432	1792	2347
433	1795	2341
434	1798	2335
435	1800	2329
436	1804	2325
437	1808	2319
438	1810	2313
439	1813	2308
440	1816	2302
441	1819	2296
442	1823	2293
443	1826	2287
444	1829	2282
445	1833	2277
446	1836	2272
447	1839	2266
448	1842	2261
449	1845	2255
450	1848	2249
451	1853	2246
452	1855	2240
453	1858	2235
454	1861	2229
455	1864	2224
456	1868	2219
457	1871	2214
458	1873	2208
459	1876	2203
460	1881	2199
461	1884	2194
462	1888	2189
463	1890	2184
464	1893	2178
465	1897	2174
466	1900	2169
467	1903	2164
468	1906	2158
469	1909	2152
470	1913	2148
471	1916	2143
472	1918	2137
473	1921	2132
474	1924	2126
475	1928	2123
476	1931	2118
477	1935	2113
478	1937	2107
479	1940	2102
480	1944	2097
481	1947	2092
482	1950	2087
483	1953	2082
484	1956	2077
485	1959	2072
486	1963	2067
487	1965	2062
488	1968	2057
489	1971	2051
490	1973	2046
491	1978	2042
492	1981	2037
493	1983	2032
494	1986	2026
495	1991	2023
496	1994	2018
497	1997	2013
498	2001	2009
499	2004	2004
500	2007	1999
501	2011	1995
502	2013	1989
503	2017	1985
504	2019	1979
505	2023	1975
506	2026	1970
507	2029	1965
508	2032	1960
509	2035	1955
510	2039	1951
511	2042	1946
512	2045	1942
513	2048	1937
514	2051	1932
515	2055	1927
516	2058	1923
517	2061	1918
518	2065	1913
519	2067	1908
520	2071	1904
521	2075	1900
522	2078	1895
523	2082	1891
524	2085	1886
525	2089	1882
526	2092	1877
527	2095	1873
528	2098	1868
529	2102	1864
530	2105	1859
531	2108	1854
532	2111	1849
533	2114	1844
534	2117	1840
535	2122	1837
536	2127	1834
537	2134	1832
538	2141	1831
539	2146	1828
540	2153	1827
541	2160	1825
542	2168	1825
543	2174	1822
544	2179	1819
545	2184	1816
546	2188	1812
547	2199	1814
548	2204	1810
549	2208	1806
550	2213	1803
551	2217	1799
552	2221	1795
553	2225	1791
554	2237	1794
555	2242	1790
556	2246	1786
557	2251	1783
558	2255	1779
559	2259	1775
560	2264	1772
561	2267	1767
562	2270	1762
563	2273	1757
564	2276	1752
565	2282	1750
566	2285	1745
567	2288	1740
568	2291	1735
569	2296	1732
570	2299	1727
571	2302	1722
572	2305	1717
573	2308	1712
574	2312	1709
575	2316	1704
576	2321	1701
577	2324	1697
578	2329	1693
579	2332	1689
580	2335	1684
581	2338	1679
582	2343	1676
583	2346	1671
584	2349	1666
585	2352	1662
586	2355	1657
587	2361	1654
588	2364	1649
589	2367	1645
590	2370	1640
591	2377	1638
592	2380	1633
593	2384	1629
594	2387	1625
595	2392	1621
596	2395	1617
597	2398	1612
598	2401	1607
599	2404	1603
600	2408	1598
601	2411	1594
602	2415	1590
603	2418	1585
604	2421	1581
605	2425	1576
606	2428	1572
607	2431	1567
608	2434	1562
609	2437	1558
610	2441	1554
611	2444	1549
612	2448	1545
613	2451	1541
614	2455	1537
615	2458	1532
616	2462	1528
617	2465	1524
618	2470	1520
619	2474	1516
620	2478	1512
621	2482	1508
622	2490	1506
623	2494	1502
624	2497	1498
625	2501	1494
626	2505	1490
627	2509	1486
628	2512	1482
629	2517	1478
630	2520	1473
631	2523	1469
632	2533	1469
633	2537	1464
634	2540	1460
635	2543	1455
636	2547	1451
637	2551	1447
638	2555	1443
639	2558	1439
640	2562	1434
641	2566	1431
642	2570	1427
643	2574	1423
644	2586	1423
645	2589	1419
646	2593	1414
647	2597	1410
648	2601	1406
649	2604	1402
650	2607	1397
651	2610	1393
652	2615	1390
653	2619	1385
654	2629	1384
655	2632	1380
656	2635	1376
657	2639	1371
658	2642	1367
659	2647	1363
660	2650	1359
661	2653	1354
662	2656	1350
663	2659	1345
664	2664	1342
665	2667	1337
666	2674	1335
667	2678	1331
668	2682	1327
669	2685	1322
670	2688	1318
671	2691	1313
672	2695	1309
673	2699	1305
674	2702	1301
675	2704	1296
676	2708	1292
677	2712	1288
678	2716	1284
679	2720	1280
680	2723	1275
681	2728	1272
682	2731	1267
683	2733	1263
684	2737	1258
685	2740	1254
686	2744	1250
687	2748	1246
688	2752	1242
689	2754	1237
690	2759	1233
691	2762	1229
692	2765	1224
693	2767	1220
694	2770	1216
695	2775	1212
696	2778	1207
697	2782	1203
698	2785	1199
699	2788	1195
700	2792	1191
701	2795	1186
702	2798	1182
703	2801	1177
704	2804	1173
705	2808	1169
706	2811	1165
707	2814	1160
708	2817	1156
709	2821	1152
710	2825	1148
711	2828	1144
712	2831	1139
713	2833	1135
714	2839	1131
715	2843	1127
716	2846	1123
717	2849	1119
718	2854	1115
719	2857	1111
720	2860	1107
721	2863	1102
722	2866	1098
723	2871	1094
724	2875	1090
725	2878	1086
726	2881	1082
727	2885	1078
728	2888	1073
729	2891	1069
730	2894	1065
731	2897	1060
732	2901	1056
733	2904	1052
734	2907	1048
735	2910	1044
736	2913	1039
737	2917	1035
738	2921	1031
739	2923	1027
740	2926	1023
741	2929	1018
742	2934	1014
743	2937	1010
744	2940	1006
745	2943	1002
746	2949	998
747	2952	994
748	2955	990
749	2958	986
750	2962	982
751	2966	978
752	2969	974
753	2972	969
754	2976	965
755	2980	962
756	2984	957
757	2987	953
758	2990	949
759	2993	945
760	3001	942
761	3004	938
762	3008	934
763	3012	930
764	3016	926
765	3019	922
766	3022	918
767	3033	916
768	3037	912
769	3040	908
770	3043	904
771	3046	899
772	3049	895
773	3052	891
774	3055	887
775	3058	882
776	3061	878
777	3064	874
778	3067	870
779	3070	866
780	3073	861
781	3077	857
782	3080	853
783	3083	849
784	3085	845
785	3088	840
786	3092	837
787	3095	832
788	3098	828
789	3101	824
790	3104	820
791	3107	816
792	3110	811
793	3113	807
794	3116	803
795	3119	799
796	3123	795
797	3126	791
798	3129	787
799	3132	783
800	3136	779
801	3139	774
802	3141	770
803	3144	766
804	3147	762
805	3150	758
806	3153	754
807	3156	749
808	3158	745
809	3161	741
810	3164	737
811	3168	733
812	3171	729
813	3173	725
814	3176	721
815	3179	716
816	3183	713
817	3186	708
818	3188	704
819	3191	700
820	3194	696
821	3197	692
822	3200	688
823	3203	684
824	3205	680
825	3208	675
826	3211	671
827	3215	667
828	3218	663
829	3221	659
830	3223	655
831	3226	651
832	3230	647
833	3234	643
834	3236	639
835	3239	635
836	3242	631
837	3245	627
838	3248	623
839	3251	619
840	3253	615
841	3256	611
842	3259	606
843	3263	603
844	3265	599
845	3268	594
846	3271	590
847	3274	586
848	3278	583
849	3281	579
850	3285	575
851	3289	571
852	3293	567
853	3297	563
854	3299	559
855	3302	555
856	3305	551
857	3309	547
858	3312	543
859	3315	539
860	3318	535
861	3321	531
862	3324	527
863	3328	523
864	3331	519
865	3334	515
866	3337	512
867	3342	508
868	3345	504
869	3348	500
870	3356	497
871	3359	493
872	3363	489
873	3366	485
874	3369	481
875	3373	477
876	3377	473
877	3380	469
878	3383	465
879	3386	461
880	3391	458
881	3400	454
882	3403	450
883	3407	447
884	3410	443
885	3413	439
886	3417	435
887	3422	431
888	3426	427
889	3449	426
890	3455	422
891	3460	419
892	3466	415
893	3473	411
894	3478	408
895	3497	405
896	3504	402
897	3509	398
898	3524	395
899	3537	393
900	3541	389
901	3553	386
902	3558	382
903	3562	378
904	3564	374
905	3568	370
906	3572	366
907	3575	362
908	3579	358
909	3581	354
910	3585	350
911	3588	346
912	3592	342
913	3595	338
914	3598	334
915	3601	330
916	3605	326
917	3609	322
918	3612	318
919	3615	314
920	3619	310
921	3622	306
922	3624	302
923	3627	298
924	3631	294
925	3634	290
926	3637	286
927	3641	282
928	3644	278
929	3648	274
930	3651	270
931	3655	266
932	3658	262
933	3662	258
934	3665	254
935	3669	250
936	3672	246
937	3677	243
938	3680	239
939	3684	235
940	3687	231
941	3691	227
942	3694	223
943	3698	219
944	3701	215
945	3704	211
946	3716	207
947	3719	204
948	3723	200
949	3726	196
950	3730	192
951	3735	188
952	3739	184
953	3742	180
954	3745	176
955	3748	172
956	3752	168
957	3756	164
958	3759	160
959	3763	156
960	3774	153
961	3777	149
962	3781	145
963	3784	141
964	3789	137
965	3792	133
966	3795	129
967	3799	125
968	3802	121
969	3807	117
970	3819	114
971	3824	110
972	3828	106
973	3832	102
974	3836	98
975	3840	94
976	3843	90
977	3851	86
978	3855	82
979	3858	78
980	3861	74
981	3865	70
982	3869	66
983	3872	62
984	3875	59
985	3878	55
986	3881	51
987	3885	47
988	3889	43
989	3892	39
990	3895	35
991	3899	31
992	3902	27
993	3906	23
994	3909	19
995	3911	15
996	3916	11
997	3920	7
998	3923	3
999	3927	0
